2,3,6,0.9675,0.8635,0.6212,0.2779,2.521,2.7300999999999997,5.251
2,5,10,1.3592,1.2768,0.6453,0.4631,2.5393,3.7443999999999997,6.284
2,7,14,1.7357,1.6901,0.6694,0.6484,2.5576,4.7436,7.301
2,8,16,1.9196,1.8968,0.6815,0.741,2.5667,5.238899999999999,7.806
2,10,20,2.2804,2.3101,0.7056,0.9262,2.585,6.222300000000001,8.807
3,3,9,1.263,1.1735,0.6393,0.4168,2.5347,3.4925999999999995,6.027
3,4,12,1.549,1.4835,0.6573,0.5557,2.5484,4.2455,6.794
3,5,15,1.8279,1.7935,0.6754,0.6947,2.5622,4.9915,7.554
3,7,21,2.3694,2.4134,0.7116,0.9726,2.5896,6.467,9.057
3,8,24,2.6335,2.7234,0.7297,1.1115,2.6033,7.1981,9.801
3,9,27,2.894,3.0334,0.7478,1.2504,2.617,7.9256,10.543
3,10,30,3.1514,3.3433,0.7659,1.3894,2.6308,8.65,11.281
4,4,16,1.9196,1.8968,0.6815,0.741,2.5667,5.238899999999999,7.806
4,7,28,2.9801,3.1367,0.7538,1.2967,2.6216,8.1673,10.789
4,8,32,3.3213,3.55,0.7779,1.482,2.6399,9.1312,11.771
4,9,36,3.6577,3.9633,0.8021,1.6672,2.6582,10.0903,12.748
4,10,40,3.9898,4.3766,0.8262,1.8525,2.6765,11.045099999999998,13.722
4,12,48,4.6431,5.2032,0.8744,2.223,2.7131,12.9437,15.657
5,3,15,1.8279,1.7935,0.6754,0.6947,2.5622,4.9915,7.554
5,8,40,3.9898,4.3766,0.8262,1.8525,2.6765,11.045099999999998,13.722
5,9,45,4.3997,4.8932,0.8563,2.084,2.6994,12.233199999999998,14.933
5,10,50,4.8044,5.4098,0.8865,2.3156,2.7222,13.4163,16.139
5,12,60,5.6003,6.4431,0.9468,2.7787,2.768,15.7689,18.537
5,13,65,5.9923,6.9597,0.9769,3.0103,2.7909,16.9392,19.73
6,3,18,2.1011,2.1034,0.6935,0.8336,2.5759,5.7316,8.308
6,6,36,3.6577,3.9633,0.8021,1.6672,2.6582,10.0903,12.748
6,7,42,4.1544,4.5832,0.8382,1.9451,2.6856,11.520900000000001,14.206
6,9,54,5.1248,5.8231,0.9106,2.5008,2.7405,14.359300000000001,17.1
6,11,66,6.0702,7.063,0.9829,3.0566,2.7954,17.1727,19.968
7,5,35,3.574,3.86,0.796,1.6209,2.6536,9.8509,12.505
7,7,49,4.7239,5.3065,0.8804,2.2693,2.7177,13.1801,15.898
7,8,56,5.2839,6.0298,0.9226,2.5935,2.7497,14.8298,17.579
7,9,63,5.8359,6.753,0.9648,2.9177,2.7817,16.4714,19.253
7,10,70,6.3807,7.4763,1.0071,3.2418,2.8137,18.1059,20.92
8,4,32,3.3213,3.55,0.7779,1.482,2.6399,9.1312,11.771
8,5,40,3.9898,4.3766,0.8262,1.8525,2.6765,11.045099999999998,13.722
8,6,48,4.6431,5.2032,0.8744,2.223,2.7131,12.9437,15.657
